Probe_ID,Probe_Chr,Probe_Start,Probe_End,Unique_GencodeV36_Name,Unique_UCSC_RefGene_Name,Unique_UCSC_RefGene_Group,UCSC_RefGene_Name,UCSC_RefGene_Group,CoRSIV_Chr,CoRSIV_Start,CoRSIV_End,CoRSIV_ID,EPIC,HM450,ME_ID,SIV_ID,ESS_ID,CoRSIV2019_ID
cg11497169,chr1,247170432.0,247170434.0,ZNF124,ZNF124,Body,ZNF124,Body,chr1,247170400,247170800,1_247170400_247170800,True,True,,,,1_38671
cg18198730,chr1,247518281.0,247518283.0,GCSAML,,Intergenic,,Intergenic,chr1,247518280,247518480,1_247518281_247518480,True,True,,,ESS_chr1_247681584_247681782_GCSAML,
cg02713706,chr1,247518446.0,247518448.0,GCSAML,GCSAML,TSS200;5'UTR,GCSAML;GCSAML;GCSAML;GCSAML;GCSAML;GCSAML,TSS200;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR,chr1,247518280,247518480,1_247518281_247518480,True,False,,,ESS_chr1_247681584_247681782_GCSAML,
cg20771596,chr1,247518463.0,247518465.0,GCSAML,GCSAML,1stExon;5'UTR,GCSAML;GCSAML;GCSAML;GCSAML;GCSAML;GCSAML;GCSAML,1stExon;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR,chr1,247518280,247518480,1_247518281_247518480,True,False,,,ESS_chr1_247681584_247681782_GCSAML,
cg11166453,chr1,247518478.0,247518480.0,GCSAML,,Intergenic,,Intergenic,chr1,247518280,247518480,1_247518281_247518480,True,True,,,ESS_chr1_247681584_247681782_GCSAML,
cg17545182,chr1,247530738.0,247530740.0,GCSAML;GCSAML-AS1;OR2C3,OR2C3;LOC148824,3'UTR;Body,LOC148824;OR2C3,Body;3'UTR,chr1,247530706,247531006,1_247530738_247530974,True,True,,SIV_chr1_247694041_247694276_GCSAML-AS1,ESS_chr1_247694041_247694276_GCSAML-AS1,
cg13930544,chr1,247530758.0,247530760.0,GCSAML;GCSAML-AS1;OR2C3,OR2C3;LOC148824,3'UTR;Body,LOC148824;OR2C3,Body;3'UTR,chr1,247530706,247531006,1_247530738_247530974,False,True,,SIV_chr1_247694041_247694276_GCSAML-AS1,ESS_chr1_247694041_247694276_GCSAML-AS1,
cg12754571,chr1,247530968.0,247530970.0,GCSAML;GCSAML-AS1;OR2C3,OR2C3;LOC148824,3'UTR;TSS200,LOC148824;OR2C3,TSS200;3'UTR,chr1,247530706,247531006,1_247530738_247530974,True,True,,SIV_chr1_247694041_247694276_GCSAML-AS1,ESS_chr1_247694041_247694276_GCSAML-AS1,
cg12758973,chr1,247530972.0,247530974.0,GCSAML;GCSAML-AS1;OR2C3,OR2C3;LOC148824,3'UTR;TSS200,LOC148824;OR2C3,TSS200;3'UTR,chr1,247530706,247531006,1_247530738_247530974,True,True,,SIV_chr1_247694041_247694276_GCSAML-AS1,ESS_chr1_247694041_247694276_GCSAML-AS1,
cg15595212,chr1,247936880.0,247936882.0,CLK3P2,OR2L13,TSS1500,OR2L13,TSS1500,chr1,247936800,247937800,1_247936800_247937800,True,True,,SIV_chr1_248100407_248100615_OR2L13,ESS_chr1_248100228_248100615_OR2L13,1_38790
cg09506600,chr1,247936925.0,247936927.0,CLK3P2,OR2L13,TSS1500,OR2L13,TSS1500,chr1,247936800,247937800,1_247936800_247937800,True,True,,SIV_chr1_248100407_248100615_OR2L13,ESS_chr1_248100228_248100615_OR2L13,1_38790
cg08861456,chr1,247936973.0,247936975.0,CLK3P2,OR2L13,TSS1500,OR2L13,TSS1500,chr1,247936800,247937800,1_247936800_247937800,True,True,,SIV_chr1_248100407_248100615_OR2L13,ESS_chr1_248100228_248100615_OR2L13,1_38790
cg20434529,chr1,247937042.0,247937044.0,CLK3P2,OR2L13,TSS200,OR2L13,TSS200,chr1,247936800,247937800,1_247936800_247937800,True,True,,SIV_chr1_248100407_248100615_OR2L13,ESS_chr1_248100228_248100615_OR2L13,1_38790
cg08260406,chr1,247937104.0,247937106.0,CLK3P2,OR2L13,TSS200,OR2L13,TSS200,chr1,247936800,247937800,1_247936800_247937800,False,True,,SIV_chr1_248100407_248100615_OR2L13,ESS_chr1_248100228_248100615_OR2L13,1_38790
cg04028570,chr1,247937124.0,247937126.0,CLK3P2,OR2L13,TSS200,OR2L13,TSS200,chr1,247936800,247937800,1_247936800_247937800,False,True,,SIV_chr1_248100407_248100615_OR2L13,ESS_chr1_248100228_248100615_OR2L13,1_38790
cg03748376,chr1,247937282.0,247937284.0,CLK3P2,OR2L13,1stExon;5'UTR,OR2L13;OR2L13,1stExon;5'UTR,chr1,247936800,247937800,1_247936800_247937800,True,True,,SIV_chr1_248100407_248100615_OR2L13,ESS_chr1_248100228_248100615_OR2L13,1_38790
cg00785941,chr1,247937288.0,247937290.0,CLK3P2,OR2L13,1stExon;5'UTR,OR2L13;OR2L13,1stExon;5'UTR,chr1,247936800,247937800,1_247936800_247937800,True,True,,SIV_chr1_248100407_248100615_OR2L13,ESS_chr1_248100228_248100615_OR2L13,1_38790
cg20507276,chr1,247937297.0,247937299.0,CLK3P2,OR2L13,1stExon;5'UTR,OR2L13;OR2L13,1stExon;5'UTR,chr1,247936800,247937800,1_247936800_247937800,True,True,,SIV_chr1_248100407_248100615_OR2L13,ESS_chr1_248100228_248100615_OR2L13,1_38790
cg08944170,chr1,247937311.0,247937313.0,CLK3P2,OR2L13,1stExon;5'UTR,OR2L13;OR2L13,1stExon;5'UTR,chr1,247936800,247937800,1_247936800_247937800,True,True,,SIV_chr1_248100407_248100615_OR2L13,ESS_chr1_248100228_248100615_OR2L13,1_38790
cg20433858,chr1,247937706.0,247937708.0,CLK3P2;OR2X1P,OR2L13,5'UTR,OR2L13,5'UTR,chr1,247936800,247937800,1_247936800_247937800,True,True,,SIV_chr1_248100407_248100615_OR2L13,ESS_chr1_248100228_248100615_OR2L13,1_38790
cg05294592,chr1,248441201.0,248441203.0,OR2T7,,Intergenic,,Intergenic,chr1,248441100,248441300,1_248441100_248441300,True,False,,,,1_38913
cg07726457,chr2,293813.0,293815.0,AC079779.2;AC079779.3,,Intergenic,,Intergenic,chr2,293700,294000,2_293700_294000,True,True,,,,2_58
cg21665850,chr2,731072.0,731074.0,AC092159.1,,Intergenic,,Intergenic,chr2,730800,731900,2_730800_731900,True,True,ME_GB2015_chr2:731401-731600,,ESS_chr2_731073_731562_,2_185
cg01267068,chr2,731157.0,731159.0,AC092159.1,,Intergenic,,Intergenic,chr2,730800,731900,2_730800_731900,True,True,ME_GB2015_chr2:731401-731600,,ESS_chr2_731073_731562_,2_185
cg14222729,chr2,731214.0,731216.0,AC092159.1,,Intergenic,,Intergenic,chr2,730800,731900,2_730800_731900,True,False,ME_GB2015_chr2:731401-731600,,ESS_chr2_731073_731562_,2_185
cg17035276,chr2,731288.0,731290.0,AC092159.1,,Intergenic,,Intergenic,chr2,730800,731900,2_730800_731900,True,False,ME_GB2015_chr2:731401-731600,,ESS_chr2_731073_731562_,2_185
cg01479768,chr2,731297.0,731299.0,AC092159.1,,Intergenic,,Intergenic,chr2,730800,731900,2_730800_731900,True,True,ME_GB2015_chr2:731401-731600,,ESS_chr2_731073_731562_,2_185
cg02310723,chr2,731348.0,731350.0,AC092159.1,,Intergenic,,Intergenic,chr2,730800,731900,2_730800_731900,True,False,ME_GB2015_chr2:731401-731600,,ESS_chr2_731073_731562_,2_185
cg26476930,chr2,731518.0,731520.0,AC092159.1,,Intergenic,,Intergenic,chr2,730800,731900,2_730800_731900,True,True,ME_GB2015_chr2:731401-731600,,ESS_chr2_731073_731562_,2_185
cg20057198,chr2,731560.0,731562.0,AC092159.1,,Intergenic,,Intergenic,chr2,730800,731900,2_730800_731900,True,True,ME_GB2015_chr2:731401-731600,,ESS_chr2_731073_731562_,2_185
cg08280036,chr2,731593.0,731595.0,AC092159.1,,Intergenic,,Intergenic,chr2,730800,731900,2_730800_731900,True,True,ME_GB2015_chr2:731401-731600,,ESS_chr2_731073_731562_,2_185
cg27058510,chr2,866187.0,866189.0,LINC01115,LINC01115,Body,LINC01115;LINC01115,Body;Body,chr2,865900,866300,2_865900_866300,True,False,,,,2_236
cg25450649,chr2,866754.0,866756.0,LINC01115,,Intergenic,,Intergenic,chr2,866700,867100,2_866700_867100,True,True,,,,2_237
cg06699195,chr2,868202.0,868204.0,LINC01115,,Intergenic,,Intergenic,chr2,868156,868356,2_868251_868261,True,True,,,ESS_chr2_863938_863947_LINC01115,
cg06791546,chr2,868251.0,868253.0,LINC01115,,Intergenic,,Intergenic,chr2,868156,868356,2_868251_868261,True,True,,,ESS_chr2_863938_863947_LINC01115,
cg01854967,chr2,868259.0,868261.0,LINC01115,,Intergenic,,Intergenic,chr2,868156,868356,2_868251_868261,True,True,,,ESS_chr2_863938_863947_LINC01115,
cg08242232,chr2,869019.0,869021.0,LINC01115,,Intergenic,,Intergenic,chr2,868800,869600,2_868800_869600,True,True,,,,2_241
cg16956133,chr2,869388.0,869390.0,LINC01115,,Intergenic,,Intergenic,chr2,868800,869600,2_868800_869600,True,True,,,,2_241
cg25164929,chr2,869531.0,869533.0,LINC01115,LINC01115,TSS1500,LINC01115;LINC01115,TSS1500;TSS1500,chr2,868800,869600,2_868800_869600,True,False,,,,2_241
cg27243490,chr2,1209139.0,1209141.0,SNTG2,SNTG2,Body,SNTG2,Body,chr2,1209100,1209400,2_1209100_1209400,True,True,,,,2_335
cg13049247,chr2,1209192.0,1209194.0,SNTG2,SNTG2,Body,SNTG2,Body,chr2,1209100,1209400,2_1209100_1209400,True,True,,,,2_335
cg07728243,chr2,1638350.0,1638352.0,PXDN,PXDN,Body,PXDN,Body,chr2,1638300,1638500,2_1638300_1638500,True,False,,,,2_482
cg13045370,chr2,1638470.0,1638472.0,PXDN,PXDN,Body,PXDN,Body,chr2,1638300,1638500,2_1638300_1638500,True,False,,,,2_482
cg21862353,chr2,1797855.0,1797857.0,AC093390.2;MYT1L,MYT1L,Body,MYT1L,Body,chr2,1797814,1798314,2_1797855_1798274,True,True,,SIV_chr2_1801628_1802046_MYT1L,ESS_chr2_1801628_1802046_MYT1L,
cg26094651,chr2,1798272.0,1798274.0,AC093390.2;MYT1L,MYT1L,Body,MYT1L,Body,chr2,1797814,1798314,2_1797855_1798274,True,True,,SIV_chr2_1801628_1802046_MYT1L,ESS_chr2_1801628_1802046_MYT1L,
cg05180887,chr2,1813490.0,1813492.0,MYT1L,MYT1L,Body,MYT1L,Body,chr2,1813435,1813635,2_1813490_1813580,False,True,,,ESS_chr2_1817263_1817352_MYT1L,
cg10075506,chr2,1813578.0,1813580.0,MYT1L,MYT1L,Body,MYT1L,Body,chr2,1813435,1813635,2_1813490_1813580,True,True,,,ESS_chr2_1817263_1817352_MYT1L,
cg05509912,chr2,3105973.0,3105975.0,LINC01250,LINC01250,Body,LINC01250,Body,chr2,3105900,3106100,2_3105900_3106100,True,False,,,,2_852
cg00257789,chr2,3447734.0,3447736.0,TRAPPC12,TTC15,Body,TTC15,Body,chr2,3447700,3448000,2_3447700_3448000,True,True,,,,2_988
cg15541040,chr2,3482977.0,3482979.0,TRAPPC12;TRAPPC12-AS1,,Intergenic,,Intergenic,chr2,3482959,3483659,2_3482977_3483642,True,True,,,ESS_chr2_3486749_3487413_,
cg15506890,chr2,3483229.0,3483231.0,TRAPPC12;TRAPPC12-AS1,,Intergenic,,Intergenic,chr2,3482959,3483659,2_3482977_3483642,False,True,,,ESS_chr2_3486749_3487413_,
cg08493051,chr2,3483392.0,3483394.0,TRAPPC12;TRAPPC12-AS1,,Intergenic,,Intergenic,chr2,3482959,3483659,2_3482977_3483642,True,True,,,ESS_chr2_3486749_3487413_,
cg12156873,chr2,3483640.0,3483642.0,TRAPPC12;TRAPPC12-AS1,,Intergenic,,Intergenic,chr2,3482959,3483659,2_3482977_3483642,True,True,,,ESS_chr2_3486749_3487413_,
cg12135269,chr2,3594995.0,3594997.0,COLEC11,COLEC11,1stExon;Body;5'UTR,COLEC11;COLEC11;COLEC11;COLEC11;COLEC11;COLEC11;COLEC11;COLEC11;COLEC11;COLEC11;COLEC11,1stExon;1stExon;1stExon;1stExon;1stExon;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;Body,chr2,3594990,3595190,2_3595038_3595143,True,False,,SIV_chr2_3642629_3642733_COLEC11,ESS_chr2_3642629_3642733_COLEC11,
cg19867917,chr2,3595038.0,3595040.0,COLEC11,COLEC11,TSS200,COLEC11;COLEC11,TSS200;TSS200,chr2,3594990,3595190,2_3595038_3595143,True,True,,SIV_chr2_3642629_3642733_COLEC11,ESS_chr2_3642629_3642733_COLEC11,
cg09974661,chr2,3595043.0,3595045.0,COLEC11,COLEC11,TSS200,COLEC11;COLEC11,TSS200;TSS200,chr2,3594990,3595190,2_3595038_3595143,False,True,,SIV_chr2_3642629_3642733_COLEC11,ESS_chr2_3642629_3642733_COLEC11,
cg00835279,chr2,3595119.0,3595121.0,COLEC11,COLEC11,1stExon;5'UTR,COLEC11;COLEC11;COLEC11;COLEC11,1stExon;5'UTR;1stExon;5'UTR,chr2,3594990,3595190,2_3595038_3595143,True,True,,SIV_chr2_3642629_3642733_COLEC11,ESS_chr2_3642629_3642733_COLEC11,
cg17872886,chr2,3595141.0,3595143.0,COLEC11,COLEC11,1stExon;5'UTR,COLEC11;COLEC11;COLEC11;COLEC11,1stExon;5'UTR;1stExon;5'UTR,chr2,3594990,3595190,2_3595038_3595143,True,True,,SIV_chr2_3642629_3642733_COLEC11,ESS_chr2_3642629_3642733_COLEC11,
cg15446861,chr2,3605765.0,3605767.0,COLEC11,COLEC11,TSS1500;Body,COLEC11;COLEC11;COLEC11;COLEC11;COLEC11;COLEC11;COLEC11;COLEC11;COLEC11;COLEC11;COLEC11,TSS1500;TSS1500;TSS1500;TSS1500;Body;Body;Body;Body;Body;Body;Body,chr2,3605600,3605900,2_3605600_3605900,True,False,,,,2_1066
cg03721808,chr2,4107072.0,4107074.0,,,Intergenic,,Intergenic,chr2,4107000,4107200,2_4107000_4107200,True,True,,,,2_1186
cg23912081,chr2,4108499.0,4108501.0,,,Intergenic,,Intergenic,chr2,4108500,4109000,2_4108500_4109000,True,True,,,,2_1187
cg06704804,chr2,6658087.0,6658089.0,,,Intergenic,,Intergenic,chr2,6657900,6658200,2_6657900_6658200,True,False,,,,2_1554
cg06180168,chr2,7510645.0,7510647.0,,,Intergenic,,Intergenic,chr2,7510600,7510900,2_7510600_7510900,True,False,,,,2_1746
cg03538480,chr2,8645131.0,8645133.0,,,Intergenic,,Intergenic,chr2,8644900,8645600,2_8644900_8645600,True,True,,,,2_1989
cg08694618,chr2,8645526.0,8645528.0,,,Intergenic,,Intergenic,chr2,8644900,8645600,2_8644900_8645600,True,True,,,,2_1989
cg06039387,chr2,8645597.0,8645599.0,,,Intergenic,,Intergenic,chr2,8644900,8645600,2_8644900_8645600,True,True,,,,2_1989
cg19533582,chr2,9323292.0,9323294.0,ASAP2,ASAP2,Body,ASAP2;ASAP2,Body;Body,chr2,9323200,9323400,2_9323200_9323400,True,True,,,,2_2167
cg10342813,chr2,9481677.0,9481679.0,IAH1,IAH1,Body,IAH1,Body,chr2,9481500,9481800,2_9481500_9481800,True,False,,,,2_2227
cg13199486,chr2,10880086.0,10880088.0,LINC01954,LOC101929733,Body,LOC101929733,Body,chr2,10879900,10880200,2_10879900_10880200,True,False,,,,2_2753
cg25620591,chr2,10880140.0,10880142.0,LINC01954,LOC101929733,Body,LOC101929733,Body,chr2,10879900,10880200,2_10879900_10880200,True,False,,,,2_2753
cg15750303,chr2,18584581.0,18584583.0,NT5C1B;NT5C1B-RDH14;RNU6-1215P,NT5C1B,Body,NT5C1B;NT5C1B,Body;Body,chr2,18584569,18584769,2_18584581_18584757,True,True,,SIV_chr2_18765848_18766023_NT5C1B;NT5C1B-RDH14,,
cg20702390,chr2,18584751.0,18584753.0,NT5C1B;NT5C1B-RDH14;RNU6-1215P,NT5C1B,Body,NT5C1B;NT5C1B,Body;Body,chr2,18584569,18584769,2_18584581_18584757,True,True,,SIV_chr2_18765848_18766023_NT5C1B;NT5C1B-RDH14,,
cg04391048,chr2,18584755.0,18584757.0,NT5C1B;NT5C1B-RDH14;RNU6-1215P,NT5C1B,Body,NT5C1B;NT5C1B,Body;Body,chr2,18584569,18584769,2_18584581_18584757,True,True,,SIV_chr2_18765848_18766023_NT5C1B;NT5C1B-RDH14,,
cg27582563,chr2,20184523.0,20184525.0,,,Intergenic,,Intergenic,chr2,20184500,20184800,2_20184500_20184800,True,True,,,,2_4059
cg04745032,chr2,20184734.0,20184736.0,,,Intergenic,,Intergenic,chr2,20184500,20184800,2_20184500_20184800,True,False,,,,2_4059
cg10113258,chr2,20402166.0,20402168.0,RNA5SP86,,Intergenic,,Intergenic,chr2,20402000,20402200,2_20402000_20402200,True,False,,,,2_4106
cg25425667,chr2,20506754.0,20506756.0,,,Intergenic,,Intergenic,chr2,20506700,20507000,2_20506700_20507000,True,True,,,,2_4126
cg23620160,chr2,20506993.0,20506995.0,,,Intergenic,,Intergenic,chr2,20506700,20507000,2_20506700_20507000,True,False,,,,2_4126
cg03510444,chr2,26038647.0,26038649.0,RAB10,RAB10,Body,RAB10,Body,chr2,26038600,26038800,2_26038600_26038800,True,True,,,,2_5050
cg04902443,chr2,26178728.0,26178730.0,GAREM2,GAREML,Body,GAREML,Body,chr2,26178600,26178800,2_26178600_26178800,True,False,,,,2_5068
cg22920501,chr2,26178770.0,26178772.0,GAREM2,FAM59B,Body,FAM59B,Body,chr2,26178600,26178800,2_26178600_26178800,True,True,,,,2_5068
cg12454169,chr2,30446730.0,30446732.0,LCLAT1,LCLAT1,TSS1500,LCLAT1;LCLAT1,TSS1500;TSS1500,chr2,30446700,30447100,2_30446700_30447100,True,True,,,ESS_chr2_30669597_30669760_LCLAT1,2_5965
cg10326673,chr2,30446890.0,30446892.0,LCLAT1,LCLAT1,TSS1500,LCLAT1;LCLAT1;LCLAT1;LCLAT1,TSS1500;TSS1500;TSS1500;TSS1500,chr2,30446700,30447100,2_30446700_30447100,True,False,,,ESS_chr2_30669597_30669760_LCLAT1,2_5965
cg15652532,chr2,30446892.0,30446894.0,LCLAT1,LCLAT1,TSS1500,LCLAT1;LCLAT1,TSS1500;TSS1500,chr2,30446700,30447100,2_30446700_30447100,True,True,,,ESS_chr2_30669597_30669760_LCLAT1,2_5965
cg17749961,chr2,30446996.0,30446998.0,LCLAT1,LCLAT1,TSS1500,LCLAT1;LCLAT1,TSS1500;TSS1500,chr2,30446700,30447100,2_30446700_30447100,True,True,,,ESS_chr2_30669597_30669760_LCLAT1,2_5965
cg03795903,chr2,30447073.0,30447075.0,LCLAT1,LCLAT1,TSS200,LCLAT1;LCLAT1,TSS200;TSS200,chr2,30446700,30447100,2_30446700_30447100,True,True,,,ESS_chr2_30669597_30669760_LCLAT1,2_5965
cg07150166,chr2,30447085.0,30447087.0,LCLAT1,LCLAT1,TSS200,LCLAT1;LCLAT1,TSS200;TSS200,chr2,30446700,30447100,2_30446700_30447100,True,True,,,ESS_chr2_30669597_30669760_LCLAT1,2_5965
cg00970481,chr2,31964160.0,31964162.0,DPY30;MEMO1,MEMO1,Body;5'UTR,MEMO1;MEMO1;MEMO1;MEMO1;MEMO1;MEMO1,5'UTR;Body;Body;Body;Body;Body,chr2,31964000,31964200,2_31964000_31964200,True,False,,,,2_6150
cg09504692,chr2,32944285.0,32944287.0,LINC00486,LOC100271832,Body,LOC100271832,Body,chr2,32944000,32944400,2_32944000_32944400,True,True,,,,2_6295
cg09467607,chr2,36598560.0,36598562.0,FEZ2,FEZ2,TSS1500,FEZ2;FEZ2,TSS1500;TSS1500,chr2,36598400,36598800,2_36598400_36598800,True,True,,,,2_6666
cg01206211,chr2,36598592.0,36598594.0,FEZ2,FEZ2,TSS1500,FEZ2;FEZ2,TSS1500;TSS1500,chr2,36598400,36598800,2_36598400_36598800,True,True,,,,2_6666
cg07416916,chr2,36598744.0,36598746.0,FEZ2,FEZ2,TSS1500,FEZ2;FEZ2,TSS1500;TSS1500,chr2,36598400,36598800,2_36598400_36598800,True,True,,,,2_6666
cg26039217,chr2,36707629.0,36707631.0,VIT,VIT,5'UTR,VIT,5'UTR,chr2,36707600,36707800,2_36707600_36707800,True,True,,,,2_6680
cg01903569,chr2,36707689.0,36707691.0,VIT,VIT,5'UTR,VIT;VIT;VIT;VIT;VIT,5'UTR;5'UTR;5'UTR;5'UTR;5'UTR,chr2,36707600,36707800,2_36707600_36707800,True,False,,,,2_6680
cg27277362,chr2,38036891.0,38036893.0,RMDN2;RMDN2-AS1,RMDN2;RMDN2-AS1,TSS1500;Body,RMDN2-AS1;RMDN2,TSS1500;Body,chr2,38036500,38037000,2_38036500_38037000,True,False,,,,2_6889
cg00811210,chr2,39837681.0,39837683.0,SLC8A1-AS1,,Intergenic,,Intergenic,chr2,39837600,39837800,2_39837600_39837800,True,False,,,,2_7225
cg06016189,chr2,41922153.0,41922155.0,,,Intergenic,,Intergenic,chr2,41922100,41922300,2_41922100_41922300,True,False,,,,2_7426
cg01378826,chr2,42076036.0,42076038.0,,,Intergenic,,Intergenic,chr2,42075900,42076100,2_42075900_42076100,True,True,,,,2_7480
cg23473493,chr2,44044339.0,44044341.0,,,Intergenic,,Intergenic,chr2,44044100,44044800,2_44044100_44044800,True,False,,,,2_7869
cg08230856,chr2,45852051.0,45852053.0,PRKCE,PRKCE,Body,PRKCE,Body,chr2,45851700,45852500,2_45851700_45852500,True,False,,,,2_8174
cg04865267,chr2,45852481.0,45852483.0,PRKCE,PRKCE,Body,PRKCE,Body,chr2,45851700,45852500,2_45851700_45852500,True,False,,,,2_8174
cg16247826,chr2,54387554.0,54387556.0,,,Intergenic,,Intergenic,chr2,54387200,54387600,2_54387200_54387600,True,False,,,,2_9246
cg13339083,chr2,66688361.0,66688363.0,LINC01798,,Intergenic,,Intergenic,chr2,66688300,66688600,2_66688300_66688600,True,True,,,,2_10828
cg15482884,chr2,68196265.0,68196267.0,AC017083.3;PPP3R1,PPP3R1,Body,PPP3R1,Body,chr2,68195900,68196700,2_68195900_68196700,True,False,,,,2_10983
cg16458226,chr2,70131956.0,70131958.0,,,Intergenic,,Intergenic,chr2,70131700,70132000,2_70131700_70132000,True,False,,,,2_11280
cg22701032,chr2,70257394.0,70257396.0,PCYOX1,PCYOX1,TSS1500,PCYOX1,TSS1500,chr2,70257348,70257548,2_70257413_70257483,True,True,,,ESS_chr2_70484546_70484615_PCYOX1,
cg21989299,chr2,70257413.0,70257415.0,PCYOX1,PCYOX1,TSS1500,PCYOX1,TSS1500,chr2,70257348,70257548,2_70257413_70257483,True,True,,,ESS_chr2_70484546_70484615_PCYOX1,
cg12850242,chr2,70257481.0,70257483.0,PCYOX1,PCYOX1,TSS1500,PCYOX1,TSS1500,chr2,70257348,70257548,2_70257413_70257483,True,True,,,ESS_chr2_70484546_70484615_PCYOX1,
cg20891558,chr2,74130723.0,74130725.0,AC073263.1,,Intergenic,,Intergenic,chr2,74130634,74130834,2_74130723_74130746,True,True,,SIV_chr2_74357851_74357873_,,
cg19729930,chr2,74130744.0,74130746.0,AC073263.1,,Intergenic,,Intergenic,chr2,74130634,74130834,2_74130723_74130746,True,True,,SIV_chr2_74357851_74357873_,,
cg03459860,chr2,75897404.0,75897406.0,AC110614.1,,Intergenic,,Intergenic,chr2,75897400,75897600,2_75897400_75897600,True,False,,,,2_12363
cg11394125,chr2,85274285.0,85274287.0,TCF7L1,TCF7L1,Body,TCF7L1,Body,chr2,85274200,85274500,2_85274200_85274500,True,False,,,,2_13132
cg03339790,chr2,87348867.0,87348869.0,AC068279.2,,Intergenic,,Intergenic,chr2,87347900,87349300,2_87347900_87349300,True,True,,,,2_13588
cg04624074,chr2,87349246.0,87349248.0,AC068279.2,,Intergenic,,Intergenic,chr2,87347900,87349300,2_87347900_87349300,True,True,,,,2_13588
cg22276047,chr2,87349275.0,87349277.0,AC068279.2,,Intergenic,,Intergenic,chr2,87347900,87349300,2_87347900_87349300,True,True,,,,2_13588
cg18137618,chr2,87637856.0,87637858.0,AC133644.2,,Intergenic,,Intergenic,chr2,87637600,87637900,2_87637600_87637900,True,False,,,,2_13634
cg26563141,chr2,87825356.0,87825358.0,RGPD2,RGPD2;RGPD1,Body,RGPD2;RGPD1,Body;Body,chr2,87824600,87826100,2_87824600_87826100,True,True,,,,2_13655
cg06454894,chr2,88116182.0,88116184.0,,,Intergenic,,Intergenic,chr2,88116100,88116300,2_88116100_88116300,True,False,,,,2_13701
cg22068400,chr2,89977453.0,89977455.0,,,Intergenic,,Intergenic,chr2,89977100,89977600,2_89977100_89977600,True,True,,,,2_13935
cg12697337,chr2,89977491.0,89977493.0,,,Intergenic,,Intergenic,chr2,89977100,89977600,2_89977100_89977600,True,True,,,,2_13935
cg27203961,chr2,91571865.0,91571867.0,,,Intergenic,,Intergenic,chr2,91570700,91571900,2_91570700_91571900,True,False,,,,2_14074
cg05936219,chr2,91589439.0,91589441.0,AC116050.1,OTOP1,TSS200,OTOP1,TSS200,chr2,91589400,91590200,2_91589400_91590200,True,False,,,,2_14088
cg14403516,chr2,91748676.0,91748678.0,AC027612.1;KMT5AP2,,Intergenic,,Intergenic,chr2,91748600,91749500,2_91748600_91749500,True,False,,,,2_14126
cg12062127,chr2,91748688.0,91748690.0,AC027612.1;KMT5AP2,,Intergenic,,Intergenic,chr2,91748600,91749500,2_91748600_91749500,True,False,,,,2_14126
cg13717566,chr2,91748876.0,91748878.0,AC027612.1;KMT5AP2,,Intergenic,,Intergenic,chr2,91748600,91749500,2_91748600_91749500,False,True,,,,2_14126
cg05354971,chr2,91748957.0,91748959.0,AC027612.1;KMT5AP2,,Intergenic,,Intergenic,chr2,91748600,91749500,2_91748600_91749500,True,True,,,,2_14126
cg05783750,chr2,91749006.0,91749008.0,AC027612.1;KMT5AP2,,Intergenic,,Intergenic,chr2,91748600,91749500,2_91748600_91749500,True,False,,,,2_14126
cg24938881,chr2,91749008.0,91749010.0,AC027612.1;KMT5AP2,,Intergenic,,Intergenic,chr2,91748600,91749500,2_91748600_91749500,True,True,,,,2_14126
cg24607859,chr2,91749238.0,91749240.0,AC027612.1;KMT5AP2,,Intergenic,,Intergenic,chr2,91748600,91749500,2_91748600_91749500,False,True,,,,2_14126
cg04944682,chr2,92074436.0,92074438.0,,,Intergenic,,Intergenic,chr2,92074100,92075100,2_92074100_92075100,True,True,,,,2_14162
cg05269440,chr2,92074779.0,92074781.0,,,Intergenic,,Intergenic,chr2,92074100,92075100,2_92074100_92075100,True,True,,,,2_14162
cg04693256,chr2,94858428.0,94858430.0,ANKRD20A8P,ANKRD20B,TSS1500,ANKRD20B,TSS1500,chr2,94858100,94858900,2_94858100_94858900,True,True,,,,2_14387
cg05852568,chr2,94871659.0,94871661.0,AC097374.1;TEKT4,TEKT4,1stExon,TEKT4,1stExon,chr2,94871611,94872011,2_94871659_94871964,True,True,,,ESS_chr2_95537405_95537709_TEKT4,
cg05723825,chr2,94871729.0,94871731.0,AC097374.1;TEKT4,TEKT4,1stExon,TEKT4,1stExon,chr2,94871611,94872011,2_94871659_94871964,True,True,,,ESS_chr2_95537405_95537709_TEKT4,
cg00596207,chr2,94871962.0,94871964.0,AC097374.1;TEKT4,TEKT4,1stExon,TEKT4,1stExon,chr2,94871611,94872011,2_94871659_94871964,True,True,,,ESS_chr2_95537405_95537709_TEKT4,
cg17277627,chr2,98366320.0,98366322.0,CNGA3,CNGA3,5'UTR,CNGA3;CNGA3,5'UTR;5'UTR,chr2,98366200,98366400,2_98366200_98366400,True,False,,,,2_15112
cg23014097,chr2,100237826.0,100237828.0,LINC01104,LINC01104,Body,LINC01104,Body,chr2,100237800,100238000,2_100237800_100238000,True,False,,,,2_15499
